pair common_neigh jaccard pref_attach adamic sp_3 class
17-597 0 0.0 66 0 4.0 0
17-603 0 0.0 906 0 6.0 0
17-604 0 0.0 324 0 4.0 0
17-606 0 0.0 330 0 1.0 0
17-608 0 0.0 564 0 2.0 0
17-609 0 0.0 900 0 6.0 0
17-610 0 0.0 1092 0 2.0 0
17-611 0 0.0 384 0 5.0 0
17-612 0 0.0 1038 0 2.0 0
17-613 0 0.0 342 0 4.0 0
17-615 0 0.0 936 0 8.0 0
17-616 0 0.0 504 0 2.0 0
17-617 0 0.0 816 0 6.0 0
17-618 0 0.0 450 0 3.0 0
17-619 0 0.0 258 0 3.0 0
17-620 0 0.0 132 0 1.0 0
17-621 0 0.0 750 0 3.0 0
17-622 0 0.0 582 0 3.0 0
17-623 0 0.0 582 0 7.0 0
17-624 0 0.0 588 0 5.0 0
17-626 0 0.0 894 0 5.0 0
17-627 0 0.0 1134 0 2.0 0
17-628 0 0.0 1038 0 2.0 0
17-631 0 0.0 660 0 6.0 0
17-633 0 0.0 1374 0 2.0 0
17-634 0 0.0 492 0 3.0 0
17-635 0 0.0 1500 0 4.0 0
17-637 0 0.0 636 0 2.0 0
17-638 0 0.0 666 0 3.0 0
17-639 0 0.0 930 0 2.0 0
17-640 0 0.0 756 0 2.0 0
17-643 0 0.0 690 0 2.0 0
17-646 0 0.0 492 0 1.0 0
17-648 0 0.0 390 0 1.0 0
17-649 0 0.0 564 0 3.0 0
17-650 0 0.0 660 0 18.0 0
17-652 0 0.0 582 0 4.0 0
17-658 0 0.0 402 0 1.0 0
17-660 0 0.0 684 0 2.0 0
17-661 0 0.0 852 0 3.0 0
17-665 0 0.0 588 0 2.0 0
17-671 0 0.0 576 0 1.0 0
17-672 0 0.0 360 0 2.0 0
17-674 0 0.0 834 0 2.0 0
17-675 0 0.0 510 0 4.0 0
17-676 0 0.0 480 0 5.0 0
17-677 0 0.0 660 0 1.0 0
17-679 0 0.0 588 0 2.0 0
17-681 0 0.0 1080 0 2.0 0
17-682 0 0.0 588 0 2.0 0
17-683 0 0.0 708 0 2.0 0
17-684 0 0.0 564 0 5.0 0
17-686 0 0.0 726 0 10.0 0
17-687 0 0.0 558 0 4.0 0
17-688 0 0.0 402 0 4.0 0
17-689 0 0.0 546 0 2.0 0
17-690 0 0.0 750 0 1.0 0
17-693 0 0.0 780 0 3.0 0
17-694 0 0.0 708 0 2.0 0
17-696 1 0.009345794392523364 612 0.2710850306818168 28.0 0
17-700 0 0.0 480 0 1.0 0
17-701 0 0.0 804 0 3.0 0
17-702 0 0.0 222 0 2.0 0
17-704 0 0.0 708 0 2.0 0
17-705 0 0.0 690 0 10.0 0
17-708 0 0.0 672 0 1.0 0
17-709 0 0.0 660 0 9.0 0
17-711 0 0.0 738 0 2.0 0
17-712 0 0.0 276 0 4.0 0
17-715 0 0.0 348 0 1.0 0
17-716 1 0.027777777777777776 186 0.2710850306818168 14.0 0
17-718 0 0.0 642 0 7.0 0
17-720 0 0.0 912 0 6.0 0
17-722 0 0.0 516 0 7.0 0
17-723 1 0.014925373134328358 372 0.2710850306818168 20.0 0
17-725 0 0.0 492 0 14.0 0
17-726 0 0.0 522 0 2.0 0
17-727 0 0.0 330 0 1.0 0
17-729 0 0.0 882 0 3.0 0
17-733 0 0.0 42 0 1.0 0
17-737 0 0.0 216 0 20.0 0
17-742 0 0.0 360 0 3.0 0
17-744 0 0.0 270 0 11.0 0
17-745 0 0.0 354 0 1.0 0
17-747 0 0.0 192 0 7.0 0
17-748 0 0.0 540 0 4.0 0
17-749 0 0.0 372 0 4.0 0
17-750 0 0.0 930 0 7.0 0
17-751 0 0.0 936 0 2.0 0
17-752 0 0.0 126 0 6.0 0
17-753 0 0.0 516 0 7.0 0
17-759 0 0.0 390 0 1.0 0
17-761 0 0.0 996 0 4.0 0
17-762 0 0.0 834 0 5.0 0
17-764 0 0.0 546 0 1.0 0
17-765 0 0.0 324 0 2.0 0
17-766 0 0.0 246 0 5.0 0
17-767 0 0.0 588 0 3.0 0
17-769 0 0.0 318 0 5.0 0
17-771 0 0.0 666 0 1.0 0
17-773 0 0.0 1182 0 2.0 0
17-774 0 0.0 1086 0 2.0 0
17-775 0 0.0 1020 0 6.0 0
17-776 0 0.0 558 0 1.0 0
17-778 2 0.017241379310344827 672 0.6403544037506719 20.0 0
17-779 0 0.0 336 0 2.0 0
17-780 0 0.0 528 0 1.0 0
17-783 0 0.0 996 0 2.0 0
17-784 0 0.0 792 0 4.0 0
17-785 0 0.0 576 0 2.0 0
17-788 0 0.0 690 0 2.0 0
17-789 0 0.0 678 0 3.0 0
17-791 0 0.0 138 0 8.0 0
17-793 1 0.043478260869565216 108 0.2710850306818168 12.0 0
17-794 0 0.0 390 0 1.0 0
17-798 0 0.0 552 0 1.0 0
17-801 0 0.0 132 0 1.0 0
17-817 0 0.0 18 0 1.0 0
17-820 0 0.0 750 0 2.0 0
17-822 0 0.0 318 0 2.0 0
17-826 0 0.0 618 0 2.0 0
17-828 0 0.0 78 0 1.0 0
17-829 1 0.125 18 0.2710850306818168 16.0 0
17-834 0 0.0 552 0 11.0 0
17-843 0 0.0 84 0 12.0 0
17-844 0 0.0 156 0 9.0 0
17-863 0 0.0 324 0 1.0 0
17-876 0 0.0 12 0 3.0 0
17-880 0 0.0 24 0 2.0 0
17-881 0 0.0 912 0 2.0 0
17-899 0 0.0 48 0 3.0 0
17-910 0 0.0 258 0 1.0 0
17-912 0 0.0 132 0 1.0 0
17-917 0 0.0 306 0 6.0 0
18-0 0 0.0 288 0 14.0 0
18-1 0 0.0 720 0 16.0 0
18-12 6 0.032432432432432434 6864 1.1669003427252767 1449.0 0
18-13 3 0.03614457831325301 1824 0.7914407494831333 401.0 0
18-14 0 0.0 576 0 36.0 0
18-16 6 0.07894736842105263 1632 1.4484165434400886 380.0 0
18-19 0 0.0 144 0 5.0 0
18-20 0 0.0 1200 0 18.0 0
18-22 0 0.0 144 0 11.0 0
18-23 0 0.0 864 0 2.0 0
18-24 0 0.0 192 0 1.0 0
18-28 4 0.05128205128205128 1632 0.9243082983375895 327.0 0
18-29 11 0.16923076923076924 1344 2.5871198511920865 560.0 0
18-30 1 0.011764705882352941 1824 0.2422988705246811 243.0 0
18-33 0 0.0 912 0 41.0 0
18-34 0 0.0 960 0 39.0 0
18-35 0 0.0 1392 0 61.0 0
18-36 2 0.02702702702702703 1344 0.4725117605793323 168.0 0
18-37 0 0.0 1056 0 75.0 0
18-39 4 0.0784313725490196 336 1.018872212257559 147.0 0
18-41 0 0.0 144 0 4.0 0
18-42 0 0.0 288 0 33.0 0
18-53 0 0.0 1584 0 149.0 0
18-57 1 0.010869565217391304 2160 0.2422988705246811 262.0 0
18-58 0 0.0 1152 0 105.0 0
18-60 0 0.0 288 0 51.0 0
18-63 0 0.0 96 0 52.0 0
18-64 0 0.0 624 0 27.0 0
18-65 0 0.0 144 0 5.0 0
18-68 6 0.06896551724137931 2160 1.2226184992563476 482.0 0
18-69 12 0.08 5472 2.5198129637021145 1466.0 0
18-70 15 0.08522727272727272 6864 3.1023588692028747 2012.0 0
18-71 0 0.0 720 0 40.0 0
18-72 4 0.027586206896551724 4848 0.7685528529777704 1026.0 0
18-73 4 0.027972027972027972 4752 0.7789205932627813 947.0 0
18-74 31 0.22302158273381295 5856 6.811179128774372 2305.0 0
18-75 5 0.0423728813559322 3600 0.9632840410033455 565.0 0
18-78 6 0.1016949152542373 816 1.2283474109596417 388.0 0
18-79 1 0.0196078431372549 192 0.1894615908449756 44.0 0
18-80 9 0.06766917293233082 4512 1.8158449862372943 1209.0 0
18-81 9 0.11538461538461539 1872 1.8788071002231905 659.0 0
18-82 13 0.12149532710280374 3456 2.7559305561343828 1054.0 0
18-83 21 0.10824742268041238 8016 4.328157866918916 2239.0 0
18-84 1 0.013333333333333334 1344 0.1894615908449756 166.0 0
18-88 2 0.020202020202020204 2544 0.44096406055557613 517.0 0
18-89 1 0.017241379310344827 528 0.26269731101386307 111.0 0
18-90 24 0.13559322033898305 7344 5.130154535995387 2479.0 0
18-91 3 0.061224489795918366 192 0.6198293801474561 144.0 0
18-92 17 0.0918918918918919 7392 3.4569027253972364 2165.0 0
18-93 6 0.046153846153846156 4224 1.2007295614697053 863.0 0
18-96 15 0.08522727272727272 6864 3.0612076562435386 1817.0 0
18-97 0 0.0 1200 0 35.0 0
18-99 4 0.05555555555555555 1344 0.8220560089659091 467.0 0
18-100 3 0.022222222222222223 4320 0.5681694227618563 731.0 0
18-102 8 0.08888888888888889 2400 1.7771706606104973 724.0 0
18-103 14 0.1206896551724138 3936 2.8357146519138507 1143.0 0
18-104 23 0.15753424657534246 5808 4.9333961927334755 1918.0 0
18-105 0 0.0 96 0 16.0 0
18-106 1 0.0136986301369863 1248 0.20011157125545861 144.0 0
18-108 17 0.11333333333333333 5712 3.763468855308409 1744.0 0
18-110 15 0.07317073170731707 8256 3.1453663410159165 2091.0 0
18-113 2 0.015037593984962405 4176 0.3862575803338101 570.0 0
18-115 0 0.0 96 0 3.0 0
18-116 8 0.05755395683453238 4752 1.6478910499316242 1054.0 0
18-117 2 0.015037593984962405 4176 0.3713734332730219 617.0 0
18-119 14 0.06363636363636363 8928 2.8535496344858786 2123.0 0
18-120 9 0.05027932960893855 6720 1.7656470071840527 1670.0 0
18-121 14 0.08187134502923976 6576 2.8063141130885962 1718.0 0
18-124 5 0.0625 1776 1.0939780141774456 376.0 0
18-126 6 0.044444444444444446 4464 1.2494356431970512 949.0 0
18-129 0 0.0 672 0 116.0 0
18-130 1 0.013513513513513514 1296 0.21075117050092493 391.0 0
18-131 8 0.05970149253731343 4512 1.5638508729594272 1291.0 0
18-133 0 0.0 624 0 17.0 0
18-134 0 0.0 480 0 6.0 0
18-137 0 0.0 576 0 42.0 0
18-138 0 0.0 432 0 43.0 0
18-139 1 0.01282051282051282 1488 0.1894615908449756 336.0 0
18-140 0 0.0 432 0 8.0 0
18-141 12 0.09090909090909091 4608 2.4239319496783 1234.0 0
18-142 5 0.04716981132075472 3024 1.0063492601766506 573.0 0
18-143 0 0.0 720 0 29.0 0
18-144 2 0.031746031746031744 816 0.3918626579996306 136.0 0
18-145 4 0.045454545454545456 2112 0.8168787679975742 457.0 0
18-148 1 0.017857142857142856 432 0.1819118424280463 53.0 0
18-150 0 0.0 1056 0 170.0 0
18-151 11 0.09482758620689655 3792 2.3528908394201324 1128.0 0
18-152 2 0.02702702702702703 1344 0.3713734332730219 136.0 0
18-155 0 0.0 816 0 32.0 0
18-156 1 0.010869565217391304 2160 0.1894615908449756 132.0 0
18-157 2 0.019230769230769232 2784 0.3918626579996306 530.0 0
18-160 10 0.04310344827586207 9312 2.0585662300644825 2079.0 0
18-163 0 0.0 1536 0 381.0 0
18-164 2 0.029850746268656716 1008 0.5387905310946659 170.0 0
18-169 4 0.03508771929824561 3360 0.806922679680434 691.0 0
18-170 25 0.0984251968503937 11088 5.275495046883708 2802.0 0
18-171 3 0.030303030303030304 2592 0.5524849207717275 425.0 0
18-172 5 0.035211267605633804 4752 0.9445610999459717 944.0 0
18-173 0 0.0 720 0 132.0 0
18-175 6 0.0594059405940594 2832 1.194963818427828 665.0 0
18-176 0 0.0 48 0 1.0 0
18-178 14 0.13861386138613863 3216 2.981351844472444 1209.0 0
18-179 3 0.022222222222222223 4320 0.5815377700192198 722.0 0
18-182 0 0.0 1392 0 261.0 0
18-185 0 0.0 336 0 6.0 0
18-186 5 0.04424778761061947 3360 1.0099718767330852 775.0 0
18-187 7 0.058823529411764705 3744 1.4681744916847692 1051.0 0
18-188 4 0.044444444444444446 2208 0.768280994017315 458.0 0
18-189 4 0.03225806451612903 3840 0.8088476404741947 688.0 0
18-191 0 0.0 48 0 11.0 0
18-192 0 0.0 384 0 1.0 0
18-193 6 0.037267080745341616 5712 1.2146015240137602 1179.0 0
18-194 0 0.0 768 0 28.0 0
18-196 9 0.07142857142857142 4176 1.8162191217589057 1118.0 0
18-197 0 0.0 960 0 76.0 0
18-200 8 0.09302325581395349 2208 1.806225664665218 658.0 0
18-201 20 0.24096385542168675 2640 4.264179426082302 1136.0 0
18-203 7 0.04827586206896552 4992 1.3835062046590758 1069.0 0
18-204 0 0.0 48 0 17.0 0
18-207 3 0.034482758620689655 2016 0.5717568634889358 333.0 0
18-211 0 0.0 816 0 37.0 0
18-212 4 0.04040404040404041 2640 0.7505103691339 520.0 0
18-215 0 0.0 2592 0 1.0 0
18-216 0 0.0 192 0 1.0 0
18-217 0 0.0 2256 0 333.0 0
18-219 9 0.15254237288135594 960 1.9526780780742317 432.0 0
18-220 0 0.0 336 0 18.0 0
18-221 0 0.0 1440 0 30.0 0
18-222 0 0.0 528 0 10.0 0
18-226 3 0.03 2640 0.5681694227618563 481.0 0
18-227 5 0.03205128205128205 5424 0.9547237294493207 1023.0 0
18-228 0 0.0 1824 0 272.0 0
18-231 5 0.032679738562091505 5280 0.9683702430746769 1159.0 0
18-232 9 0.07086614173228346 4224 1.8793630769977723 1055.0 0
18-233 6 0.08955223880597014 1200 1.299073276975439 462.0 0
18-235 0 0.0 48 0 1.0 0
18-236 6 0.041666666666666664 4896 1.199780900694907 1186.0 0
18-237 2 0.025974025974025976 1488 0.3713734332730219 277.0 0
18-241 1 0.012987012987012988 1440 0.19679598948883448 117.0 0
18-242 0 0.0 96 0 5.0 0
18-243 7 0.07608695652173914 2448 1.427703919722913 717.0 0
18-244 0 0.0 960 0 112.0 0
18-247 2 0.03076923076923077 912 0.3713734332730219 134.0 0
18-248 1 0.0196078431372549 192 0.21075117050092493 69.0 0
18-249 0 0.0 192 0 27.0 0
18-252 6 0.04580152671755725 4272 1.1578318339196525 802.0 0
18-253 2 0.022222222222222223 2112 0.3713734332730219 434.0 0
18-255 4 0.027777777777777776 4800 0.7781202383334407 906.0 0
18-256 12 0.07100591715976332 6384 2.4885179007702725 1782.0 0
18-257 5 0.04950495049504951 2784 1.1405614738949386 593.0 0
18-258 7 0.03783783783783784 6912 1.3504154121031184 1396.0 0
18-262 0 0.0 624 0 36.0 0
18-263 1 0.01818181818181818 384 0.23868315209103041 40.0 0
18-264 0 0.0 432 0 5.0 0
18-265 11 0.0658682634730539 6240 2.1832478266107804 1361.0 0
18-266 17 0.10625 6192 3.445357441759971 1933.0 0
18-267 5 0.056818181818181816 2160 1.0624585153632762 733.0 0
18-270 3 0.02564102564102564 3456 0.6234788138993473 553.0 0
18-271 0 0.0 528 0 68.0 0
18-272 0 0.0 192 0 1.0 0
18-273 7 0.04430379746835443 5616 1.429367043789122 1195.0 0
18-274 0 0.0 816 0 46.0 0
18-276 4 0.028368794326241134 4656 0.7761363701219994 923.0 0
18-277 0 0.0 192 0 25.0 0
18-278 6 0.05128205128205128 3600 1.2911442523961196 848.0 0
18-279 6 0.03773584905660377 5616 1.2076655659795663 1214.0 0
18-280 0 0.0 528 0 2.0 0
18-281 3 0.03260869565217391 2256 0.6156804572574667 533.0 0
18-282 0 0.0 1488 0 272.0 0
18-284 0 0.0 384 0 1.0 0
18-285 1 0.013888888888888888 1200 0.18111148749870565 246.0 0
18-286 2 0.018867924528301886 2880 0.3713734332730219 775.0 0
18-287 0 0.0 240 0 1.0 0
18-289 0 0.0 336 0 50.0 0
18-291 0 0.0 480 0 6.0 0
18-292 0 0.0 960 0 21.0 0
18-293 6 0.039473684210526314 5280 1.1898309923375083 1019.0 0
18-294 3 0.03529411764705882 1920 0.6167671967421156 435.0 0
18-297 7 0.05303030303030303 4368 1.4499644365042477 881.0 0
18-298 0 0.0 336 0 1.0 0
18-301 0 0.0 336 0 40.0 0
18-304 5 0.044642857142857144 3312 0.9997947336901492 708.0 0
18-305 0 0.0 816 0 44.0 0
18-306 2 0.024691358024691357 1680 0.3713734332730219 348.0 0
18-307 0 0.0 432 0 5.0 0
18-308 3 0.03409090909090909 2064 0.5681694227618563 438.0 0
18-309 0 0.0 432 0 26.0 0
18-311 1 0.014705882352941176 1008 0.1894615908449756 236.0 0
18-312 0 0.0 240 0 1.0 0
18-313 1 0.009174311926605505 2976 0.1894615908449756 351.0 0
18-315 1 0.018867924528301886 288 0.1819118424280463 28.0 0
18-317 6 0.04 5184 1.1696456014020393 1097.0 0
18-318 0 0.0 192 0 1.0 0
18-319 26 0.208 4944 5.6818358749843805 2077.0 0
18-320 0 0.0 912 0 145.0 0
18-321 0 0.0 624 0 106.0 0
18-322 0 0.0 192 0 8.0 0
18-323 3 0.031914893617021274 2352 0.6861076690372498 613.0 0
18-326 19 0.15833333333333333 4368 4.009834808313003 1626.0 0
18-327 13 0.07878787878787878 6240 2.596898361691954 1647.0 0
18-328 1 0.019230769230769232 240 0.1894615908449756 35.0 0
18-331 21 0.1826086956521739 4224 4.551966413131679 1601.0 0
18-332 3 0.024193548387096774 3792 0.5598193194155865 653.0 0
18-334 3 0.03409090909090909 2064 0.5681694227618563 431.0 0
18-335 1 0.01098901098901099 2112 0.1894615908449756 344.0 0
18-338 1 0.017241379310344827 528 0.1894615908449756 55.0 0
18-339 3 0.02564102564102564 3456 0.5681694227618563 641.0 0
18-342 0 0.0 1488 0 137.0 0
18-343 0 0.0 96 0 4.0 0
18-344 2 0.023809523809523808 1824 0.3874870392071481 547.0 0
18-345 0 0.0 384 0 6.0 0
18-346 0 0.0 432 0 19.0 0
18-347 3 0.02830188679245283 2928 0.5681694227618563 417.0 0
18-348 0 0.0 288 0 19.0 0
18-349 11 0.088 4224 2.275527270908915 1321.0 0
18-350 1 0.013513513513513514 1296 0.1894615908449756 152.0 0
18-351 4 0.02962962962962963 4368 0.822022033551134 832.0 0
18-352 8 0.06779661016949153 3744 1.8396354737906555 863.0 0
18-353 0 0.0 720 0 70.0 0
18-355 2 0.021505376344086023 2256 0.3713734332730219 244.0 0
18-356 6 0.03636363636363636 5904 1.2674684250516646 1198.0 0
18-357 6 0.06382978723404255 2496 1.1769711505765055 814.0 0
18-358 7 0.047619047619047616 5088 1.3650401100637024 1017.0 0
18-359 1 0.015151515151515152 912 0.25433477814404226 33.0 0
18-360 1 0.02 144 0.1894615908449756 44.0 0
18-361 5 0.03968253968253968 3984 0.9433316410726337 724.0 0
18-362 3 0.017241379310344827 6192 0.5842259495405515 1174.0 0
18-363 2 0.03389830508474576 624 0.40021276134590056 251.0 0
18-364 4 0.029411764705882353 4416 0.7853166637134823 833.0 0
18-365 2 0.022988505747126436 1968 0.3787078319168808 324.0 0
18-369 0 0.0 1008 0 66.0 0
18-370 2 0.030303030303030304 960 0.3713734332730219 99.0 0
18-373 0 0.0 1344 0 92.0 0
18-374 0 0.0 2208 0 352.0 0
18-375 0 0.0 48 0 10.0 0
18-377 0 0.0 1776 0 130.0 0
18-378 8 0.07079646017699115 3504 1.6387436974591434 821.0 0
18-381 0 0.0 144 0 60.0 0
18-383 5 0.034482758620689655 4896 0.9794938003152133 971.0 0
18-385 18 0.11320754716981132 6192 3.7100421845364817 1984.0 0
18-386 28 0.11965811965811966 10272 5.920027926027355 2745.0 0
18-389 7 0.05303030303030303 4368 1.429253149654916 992.0 0
18-390 0 0.0 624 0 30.0 0
18-391 0 0.0 240 0 13.0 0
18-392 0 0.0 432 0 20.0 0
18-393 2 0.025974025974025976 1488 0.3713734332730219 255.0 0
18-394 3 0.02912621359223301 2784 0.6903024221768229 462.0 0
18-395 1 0.014084507042253521 1152 0.21075117050092493 148.0 0
18-396 0 0.0 1536 0 53.0 0
18-397 0 0.0 288 0 13.0 0
18-398 10 0.06896551724137931 5136 2.0128124658134237 1358.0 0
18-401 17 0.09883720930232558 6768 3.5683962791786383 1864.0 0
18-403 0 0.0 432 0 22.0 0
18-405 0 0.0 192 0 53.0 0
18-407 14 0.0958904109589041 5376 3.0216728357863727 1462.0 0
18-408 1 0.017241379310344827 528 0.21908933281411486 71.0 0
18-409 0 0.0 336 0 5.0 0
18-411 0 0.0 1056 0 33.0 0
18-412 1 0.01818181818181818 384 0.21075117050092493 56.0 0
18-413 0 0.0 96 0 16.0 0
18-414 0 0.0 432 0 91.0 0
18-416 28 0.1794871794871795 6528 6.0072895342892565 2300.0 0
18-419 2 0.02702702702702703 1344 0.428144742936006 287.0 0
18-420 2 0.027777777777777776 1248 0.37596257324011795 322.0 0
18-421 10 0.0847457627118644 3840 2.021621267813636 1162.0 0
18-422 10 0.07936507936507936 4224 2.0511737055671886 970.0 0
18-423 8 0.049689440993788817 5808 1.6194978642619158 1160.0 0
18-425 15 0.15151515151515152 3168 3.3313829982332566 1199.0 0
18-427 5 0.03937007874015748 4032 1.0348322653535604 965.0 0
18-428 5 0.029411764705882353 6096 0.966871481730425 1119.0 0
18-429 0 0.0 672 0 87.0 0
18-431 16 0.125 4608 3.3113238384464747 1503.0 0
18-433 11 0.0650887573964497 6336 2.18779860780512 1600.0 0
18-434 14 0.08974358974358974 5856 2.837577904604498 1978.0 0
18-436 0 0.0 336 0 1.0 0
18-438 7 0.05 4752 1.3602448421073874 1136.0 0
18-439 14 0.12280701754385964 3840 2.9855847103742548 1288.0 0
18-440 3 0.039473684210526314 1488 0.5681694227618563 267.0 0
18-442 3 0.021897810218978103 4416 0.5885206742246478 851.0 0
18-444 0 0.0 912 0 6.0 0
18-446 16 0.10666666666666667 5664 3.610005013859945 1387.0 0
18-449 8 0.0851063829787234 2592 1.6509953776675643 828.0 0
18-451 0 0.0 1440 0 63.0 0
18-452 17 0.09444444444444444 7152 3.6113153819458814 1744.0 0
18-453 27 0.20930232558139536 5184 5.867507640756598 2109.0 0
18-454 3 0.046875 912 0.6335875621247646 315.0 0
18-456 0 0.0 480 0 1.0 0
18-458 8 0.041884816753926704 7248 1.5255399536744443 1509.0 0
18-460 2 0.02702702702702703 1344 0.42107774674469234 293.0 0
18-461 1 0.02 144 0.318928988903801 26.0 0
18-462 0 0.0 432 0 1.0 0
18-463 0 0.0 96 0 2.0 0
18-464 1 0.018518518518518517 336 0.1894615908449756 29.0 0
18-466 7 0.04487179487179487 5520 1.339781221419114 1228.0 0
18-467 4 0.02702702702702703 4992 0.7748417008239531 827.0 0
18-468 5 0.04807692307692308 2928 0.9516817444189036 592.0 0
18-469 1 0.01818181818181818 384 0.23868315209103041 37.0 0
18-470 13 0.16455696202531644 2112 2.77846517825339 713.0 0
18-471 0 0.0 48 0 16.0 0
18-474 0 0.0 480 0 5.0 0
18-477 9 0.07563025210084033 3840 1.7918162170852059 869.0 0
18-478 0 0.0 144 0 1.0 0
18-480 0 0.0 384 0 20.0 0
18-481 0 0.0 384 0 1.0 0
18-483 1 0.01818181818181818 384 0.21762218018550925 25.0 0
18-484 0 0.0 720 0 9.0 0
18-486 0 0.0 336 0 1.0 0
18-487 15 0.08771929824561403 6624 3.204445897353604 1817.0 0
18-490 0 0.0 336 0 1.0 0
18-493 0 0.0 672 0 54.0 0
18-495 1 0.02 144 0.23868315209103041 25.0 0
18-501 0 0.0 384 0 16.0 0
18-503 3 0.0189873417721519 5424 0.5889956134585311 941.0 0
18-505 0 0.0 336 0 11.0 0
18-506 0 0.0 240 0 1.0 0
18-507 7 0.061946902654867256 3456 1.410376234577225 1173.0 0
18-509 6 0.06315789473684211 2544 1.1854857927185436 786.0 0
18-511 21 0.16535433070866143 4800 4.468585947519864 1757.0 0
18-513 1 0.020833333333333332 48 0.21400313074278354 27.0 0
18-514 5 0.06944444444444445 1392 0.9841329198017013 296.0 0
18-515 3 0.025 3600 0.5681694227618563 581.0 0
18-516 6 0.03896103896103896 5376 1.1854857927185436 1278.0 0
18-517 0 0.0 1248 0 83.0 0
18-518 11 0.11224489795918367 2928 2.2815715396199727 1170.0 0
18-519 0 0.0 384 0 32.0 0
18-520 8 0.06611570247933884 3888 1.570276303015861 875.0 0
18-525 6 0.04918032786885246 3840 1.204094296212073 826.0 0
18-527 4 0.035398230088495575 3312 0.7872587555759712 595.0 0
18-528 0 0.0 384 0 4.0 0
18-529 2 0.024096385542168676 1776 0.3862575803338101 302.0 0
18-530 0 0.0 768 0 10.0 0
18-531 0 0.0 672 0 6.0 0
18-532 0 0.0 144 0 28.0 0
18-533 0 0.0 912 0 33.0 0
18-535 11 0.102803738317757 3360 2.386004201458075 1018.0 0
18-536 18 0.11180124223602485 6288 3.701290280334857 1909.0 0
18-552 12 0.1016949152542373 3936 2.373205716076134 1232.0 0
18-557 3 0.02564102564102564 3456 0.5727585627289524 583.0 0
18-558 2 0.014705882352941176 4320 0.3918626579996306 740.0 0
18-559 7 0.05555555555555555 4080 1.4525541394099395 916.0 0
18-560 0 0.0 144 0 6.0 0
18-561 0 0.0 720 0 30.0 0
18-562 4 0.041666666666666664 2496 0.7736122419506151 591.0 0
18-563 0 0.0 1008 0 26.0 0
18-565 0 0.0 432 0 21.0 0
18-571 0 0.0 96 0 8.0 0
18-572 0 0.0 576 0 2.0 0
18-575 0 0.0 192 0 4.0 0
18-576 0 0.0 96 0 21.0 0
18-577 0 0.0 528 0 31.0 0
18-578 0 0.0 864 0 8.0 0
18-579 0 0.0 1536 0 44.0 0
18-580 0 0.0 1920 0 32.0 0
18-581 1 0.017241379310344827 528 0.24136313830927508 96.0 0
18-583 0 0.0 864 0 31.0 0
18-584 0 0.0 1200 0 54.0 0
18-585 0 0.0 816 0 11.0 0
18-586 0 0.0 1200 0 95.0 0
18-587 0 0.0 768 0 10.0 0
18-588 0 0.0 384 0 3.0 0
18-589 0 0.0 192 0 14.0 0
18-590 0 0.0 816 0 72.0 0
18-591 0 0.0 432 0 5.0 0
18-592 0 0.0 912 0 8.0 0
18-593 0 0.0 96 0 2.0 0
18-594 0 0.0 960 0 77.0 0
18-595 0 0.0 624 0 35.0 0
18-596 0 0.0 960 0 50.0 0
18-597 0 0.0 528 0 33.0 0
18-598 1 0.018518518518518517 336 0.318928988903801 8.0 0
18-599 1 0.016129032258064516 720 0.1894615908449756 83.0 0
18-600 0 0.0 336 0 32.0 0
18-601 15 0.09615384615384616 5904 3.0634979674060125 1771.0 0
18-603 15 0.08152173913043478 7248 3.1754856337637873 1894.0 0
18-604 11 0.12087912087912088 2592 2.7184189722980157 600.0 0
18-605 30 0.19736842105263158 6432 6.625387831266886 2401.0 0
18-606 11 0.11956521739130435 2640 2.385701483088605 973.0 0
18-608 15 0.11811023622047244 4512 3.0309127519695727 1559.0 0
18-609 25 0.14450867052023122 7200 5.4194839349162836 2332.0 0
18-610 36 0.18556701030927836 8736 7.786565812554846 3150.0 0
18-611 6 0.05660377358490566 3072 1.3131446965082512 748.0 0
18-613 2 0.019417475728155338 2736 0.44865787391775963 553.0 0
18-614 8 0.049689440993788817 5808 1.587833892332889 1321.0 0
18-615 21 0.11475409836065574 7488 4.5397714647361 2064.0 0
18-617 24 0.15 6528 5.2616304609606495 2221.0 0
18-619 5 0.05813953488372093 2064 1.0958267085742386 529.0 0
18-620 9 0.14754098360655737 1056 2.0076519852739314 589.0 0
18-621 19 0.12337662337662338 6000 4.031422669103313 1989.0 0
18-622 5 0.03571428571428571 4656 0.9767203464209468 984.0 0
18-623 13 0.09848484848484848 4656 2.708760911368759 1229.0 0
18-624 17 0.13178294573643412 4704 3.682110802921066 1365.0 0
18-625 5 0.03067484662576687 5760 0.966428151212188 1162.0 0
18-626 19 0.10674157303370786 7152 4.053250473780897 2229.0 0
18-627 25 0.1179245283018868 9072 5.242919839834622 2637.0 0
18-628 14 0.06763285024154589 8304 2.846853030598412 2056.0 0
18-629 23 0.14838709677419354 6240 4.893394202957031 2005.0 0
18-630 19 0.12837837837837837 5712 4.0151758013967 1985.0 0
