pair common_neigh jaccard pref_attach adamic sp_3 class
16-390 0 0.0 442 0 16.0 0
16-391 0 0.0 170 0 4.0 0
16-392 0 0.0 306 0 10.0 0
16-393 1 0.015625 1054 0.19827795135597165 178.0 0
16-394 6 0.06976744186046512 1972 1.383119998592851 403.0 0
16-395 2 0.03571428571428571 816 0.40902912185689655 137.0 0
16-396 0 0.0 1088 0 51.0 0
16-397 0 0.0 204 0 2.0 0
16-398 6 0.044444444444444446 3638 1.2843265293861506 945.0 0
16-399 0 0.0 272 0 3.0 0
16-401 7 0.041666666666666664 4794 1.469184524437242 1107.0 0
16-403 0 0.0 306 0 7.0 0
16-405 0 0.0 136 0 16.0 0
16-406 0 0.0 306 0 1.0 0
16-407 5 0.03546099290780142 3808 1.0891986841557801 767.0 0
16-408 0 0.0 374 0 29.0 0
16-409 0 0.0 238 0 10.0 0
16-411 0 0.0 748 0 15.0 0
16-412 1 0.024390243902439025 272 0.21075117050092493 59.0 0
16-413 0 0.0 68 0 13.0 0
16-414 0 0.0 306 0 55.0 0
16-416 14 0.08974358974358974 4624 3.072975218424255 1248.0 0
16-417 13 0.04905660377358491 8296 2.7416985359384083 1541.0 0
16-419 3 0.05084745762711865 952 0.6996584144608651 147.0 0
16-420 0 0.0 884 0 102.0 0
16-421 4 0.03636363636363636 2720 0.8179637060946564 550.0 0
16-422 2 0.016666666666666666 2992 0.41449543854372517 487.0 0
16-423 3 0.019736842105263157 4114 0.6230116342558483 547.0 0
16-427 7 0.06306306306306306 2856 1.4984551624106441 794.0 0
16-428 6 0.03870967741935484 4318 1.279769437298438 696.0 0
16-429 0 0.0 476 0 132.0 0
16-431 4 0.031746031746031744 3264 0.8803799995279629 588.0 0
16-433 7 0.0440251572327044 4488 1.5006901371994459 1222.0 0
16-434 5 0.033112582781456956 4148 1.022952289045492 944.0 0
16-438 9 0.07258064516129033 3366 1.8977768271001165 797.0 0
16-440 1 0.015625 1054 0.19827795135597165 151.0 0
16-442 1 0.008 3128 0.22449978268220952 479.0 0
16-444 0 0.0 646 0 10.0 0
16-446 13 0.09352517985611511 4012 2.882093815652341 1002.0 0
16-449 3 0.03529411764705882 1836 0.6367525731996381 365.0 0
16-451 0 0.0 1020 0 44.0 0
16-452 6 0.03389830508474576 5066 1.3088058377081935 792.0 0
16-453 5 0.0364963503649635 3672 1.069602798666081 836.0 0
16-454 2 0.0392156862745098 646 0.4216603063765122 170.0 0
16-456 0 0.0 340 0 1.0 0
16-458 8 0.04519774011299435 5134 1.7514713733713017 865.0 0
16-460 4 0.06896551724137931 952 0.8698199499432593 294.0 0
16-461 0 0.0 102 0 7.0 0
16-463 0 0.0 68 0 3.0 0
16-464 0 0.0 238 0 26.0 0
16-465 0 0.0 340 0 4.0 0
16-466 6 0.04195804195804196 3910 1.2933533046614212 642.0 0
16-467 5 0.03759398496240601 3536 1.084144310920351 554.0 0
16-468 1 0.010638297872340425 2074 0.19827795135597165 318.0 0
16-469 0 0.0 272 0 19.0 0
16-470 4 0.05405405405405406 1496 0.9153394780057753 317.0 0
16-471 0 0.0 34 0 13.0 0
16-474 0 0.0 340 0 4.0 0
16-477 6 0.05555555555555555 2720 1.2707690902931679 701.0 0
16-480 0 0.0 272 0 9.0 0
16-484 0 0.0 510 0 3.0 0
16-487 6 0.03614457831325301 4692 1.2732993712948246 1084.0 0
16-493 1 0.02127659574468085 476 0.2119318086698044 57.0 0
16-495 0 0.0 102 0 10.0 0
16-501 0 0.0 272 0 13.0 0
16-503 4 0.027972027972027972 3842 0.8513306256621022 653.0 0
16-505 0 0.0 238 0 13.0 0
16-507 1 0.009523809523809525 2448 0.2071116448532039 514.0 0
16-509 2 0.023529411764705882 1802 0.4746090222510031 430.0 0
16-511 2 0.015151515151515152 3400 0.4037207705447303 710.0 0
16-513 0 0.0 34 0 7.0 0
16-514 0 0.0 986 0 101.0 0
16-515 3 0.02830188679245283 2550 0.6268308429798927 414.0 0
16-516 4 0.028169014084507043 3808 0.8669476296508042 684.0 0
16-517 0 0.0 884 0 49.0 0
16-518 0 0.0 2074 0 459.0 0
16-519 0 0.0 272 0 19.0 0
16-520 2 0.017699115044247787 2754 0.41449543854372517 404.0 0
16-525 6 0.05555555555555555 2720 1.4141103469604743 528.0 0
16-527 4 0.04040404040404041 2346 0.8507494667918988 381.0 0
16-528 1 0.024390243902439025 272 0.3001016285004131 20.0 0
16-529 1 0.014285714285714285 1258 0.29120667621996243 181.0 0
16-530 0 0.0 544 0 12.0 0
16-531 0 0.0 476 0 11.0 0
16-532 0 0.0 102 0 31.0 0
16-533 1 0.019230769230769232 646 0.3001016285004131 73.0 0
16-535 14 0.15555555555555556 2380 3.2266668609142135 767.0 0
16-536 6 0.03773584905660377 4454 1.277470570426551 1161.0 0
16-552 1 0.008695652173913044 2788 0.26269731101386307 535.0 0
16-557 2 0.019230769230769232 2448 0.39389657201810957 420.0 0
16-558 12 0.10714285714285714 3060 2.5977661646304 933.0 0
16-559 2 0.017094017094017096 2890 0.4221965751679778 412.0 0
16-560 0 0.0 102 0 10.0 0
16-561 0 0.0 510 0 40.0 0
16-562 4 0.04878048780487805 1768 0.8405559576631074 371.0 0
16-563 0 0.0 714 0 10.0 0
16-565 0 0.0 306 0 7.0 0
16-567 0 0.0 374 0 1.0 0
16-568 0 0.0 510 0 1.0 0
16-569 0 0.0 374 0 1.0 0
16-571 0 0.0 68 0 9.0 0
16-572 0 0.0 408 0 11.0 0
16-574 0 0.0 272 0 3.0 0
16-575 0 0.0 136 0 13.0 0
16-576 1 0.02857142857142857 68 0.2119318086698044 22.0 0
16-577 0 0.0 374 0 22.0 0
16-578 0 0.0 612 0 21.0 0
16-579 1 0.015384615384615385 1088 0.2162174871877535 54.0 0
16-580 2 0.027777777777777776 1360 0.4281492958575579 65.0 0
16-581 0 0.0 374 0 41.0 0
16-582 4 0.043010752688172046 2142 0.9477738682259285 446.0 0
16-583 0 0.0 612 0 10.0 0
16-584 1 0.017241379310344827 850 0.19827795135597165 19.0 0
16-585 0 0.0 578 0 4.0 0
16-586 0 0.0 850 0 22.0 0
16-587 0 0.0 544 0 9.0 0
16-588 0 0.0 272 0 2.0 0
16-589 0 0.0 136 0 15.0 0
16-590 0 0.0 578 0 65.0 0
16-591 0 0.0 306 0 6.0 0
16-592 0 0.0 646 0 16.0 0
16-593 0 0.0 68 0 2.0 0
16-594 0 0.0 680 0 63.0 0
16-595 1 0.021739130434782608 442 0.2162174871877535 52.0 0
16-596 0 0.0 680 0 59.0 0
16-597 0 0.0 374 0 37.0 0
16-599 1 0.020833333333333332 510 0.19827795135597165 62.0 0
16-600 0 0.0 238 0 17.0 0
16-601 2 0.012903225806451613 4182 0.4227777340381812 697.0 0
16-603 15 0.08823529411764706 5134 3.264297440712335 1228.0 0
16-605 2 0.012048192771084338 4556 0.4010614398508966 1015.0 0
16-606 5 0.05952380952380952 1870 1.1253003563356945 570.0 0
16-607 7 0.0625 2890 1.5275224790983004 762.0 0
16-608 4 0.03225806451612903 3196 0.8327661293724588 751.0 0
16-609 2 0.01098901098901099 5100 0.4981270768625856 1055.0 0
16-610 16 0.08 6188 3.5274241902417156 1411.0 0
16-611 12 0.13953488372093023 2176 2.8078093298737077 724.0 0
16-612 9 0.045454545454545456 5882 1.9243719074117285 1308.0 0
16-613 10 0.12345679012345678 1938 2.3301413557207367 633.0 0
16-614 12 0.08391608391608392 4114 2.662912176298208 1204.0 0
16-616 7 0.06306306306306306 2856 1.4789396908024872 743.0 0
16-617 8 0.04938271604938271 4624 1.7257266020782274 1129.0 0
16-618 11 0.11224489795918367 2550 2.4778881437176192 829.0 0
16-619 12 0.18461538461538463 1462 2.8372260684350894 485.0 0
16-620 2 0.037037037037037035 748 0.4156278405653271 160.0 0
16-622 3 0.0234375 3298 0.7079202178001939 612.0 0
16-623 8 0.06504065040650407 3298 1.7649834265458941 912.0 0
16-624 16 0.13793103448275862 3332 3.7013979028903536 1031.0 0
16-625 4 0.02666666666666667 4080 0.8629138450379409 666.0 0
16-626 17 0.10240963855421686 5066 3.7687404352675022 1388.0 0
16-627 5 0.022935779816513763 6426 1.0350996285039062 1166.0 0
16-628 15 0.078125 5882 3.318598422437086 1422.0 0
16-629 2 0.012345679012345678 4420 0.4266202508994358 786.0 0
16-630 2 0.013245033112582781 4046 0.43606779414363184 850.0 0
16-631 10 0.07462686567164178 3740 2.167867688898078 993.0 0
16-632 9 0.08823529411764706 2618 1.9991394014426147 819.0 0
16-633 17 0.06910569105691057 7786 3.6968902414063267 1778.0 0
16-634 10 0.09433962264150944 2788 2.2381185040878533 761.0 0
16-635 25 0.09652509652509653 8500 5.653644799036583 2083.0 0
16-636 7 0.040697674418604654 4930 1.5343889615156785 950.0 0
16-637 5 0.037037037037037035 3604 1.0709635709561593 674.0 0
16-638 11 0.08208955223880597 3774 2.443092772574405 944.0 0
16-640 14 0.0958904109589041 4284 3.1454071657010387 1334.0 0
16-641 7 0.06422018348623854 2788 1.4501386890692844 657.0 0
16-642 5 0.05555555555555555 2074 1.0956054744891508 432.0 0
16-644 6 0.03389830508474576 5066 1.2775609854429435 967.0 0
16-646 6 0.05454545454545454 2788 1.2827140125374479 740.0 0
16-647 0 0.0 3366 0 623.0 0
16-648 3 0.03125 2210 0.6136532889274996 540.0 0
16-649 9 0.07563025210084033 3196 1.9492844800162628 959.0 0
16-650 15 0.11627906976744186 3740 3.47853789752209 1082.0 0
16-651 1 0.006134969325153374 4420 0.19827795135597165 765.0 0
16-652 12 0.10084033613445378 3298 2.622752233533276 921.0 0
16-653 4 0.030303030303030304 3468 0.8521391770389461 628.0 0
16-654 3 0.020134228187919462 4012 0.6469698891177909 910.0 0
16-655 5 0.06493506493506493 1632 1.0565742630894794 426.0 0
16-657 10 0.05263157894736842 5644 2.1092875778085785 1408.0 0
16-658 5 0.052083333333333336 2278 1.0951086167366388 351.0 0
16-660 11 0.08029197080291971 3876 2.38569718177401 1116.0 0
16-661 12 0.07317073170731707 4828 2.611696658296028 1240.0 0
16-662 4 0.03571428571428571 2788 0.8283844848466969 611.0 0
16-663 2 0.011627906976744186 4760 0.4139590149008818 868.0 0
16-664 4 0.028368794326241134 3774 0.8276816907503323 768.0 0
16-665 4 0.03125 3332 0.8516985628151568 540.0 0
16-666 4 0.03076923076923077 3400 0.8544938966784427 813.0 0
16-667 3 0.03296703296703297 2040 0.6438327519839957 464.0 0
16-668 7 0.05223880597014925 3638 1.560925744702646 777.0 0
16-669 3 0.02097902097902098 3808 0.6351131384743487 719.0 0
16-670 1 0.00847457627118644 2890 0.22449978268220952 476.0 0
16-671 2 0.015625 3264 0.4163820065432843 440.0 0
16-672 10 0.11904761904761904 2040 2.249929500093119 478.0 0
16-673 2 0.013888888888888888 3808 0.4489683497949685 672.0 0
16-674 12 0.07453416149068323 4726 2.5361520875056076 1145.0 0
16-675 4 0.034782608695652174 2890 0.9153525648533021 469.0 0
16-677 7 0.051094890510948905 3740 1.4906132885205658 975.0 0
16-678 9 0.07563025210084033 3196 2.013138306190538 976.0 0
16-679 10 0.08196721311475409 3332 2.158658763029394 1025.0 0
16-680 7 0.044585987261146494 4420 1.5220552069721422 816.0 0
16-681 12 0.0594059405940594 6120 2.580613317981463 1424.0 0
16-682 10 0.08196721311475409 3332 2.2367375462120767 913.0 0
16-683 7 0.04827586206896552 4012 1.5101602423585871 902.0 0
16-684 3 0.024 3196 0.6424478469685947 601.0 0
16-685 8 0.047337278106508875 4862 1.6601268192156624 1181.0 0
16-686 9 0.06164383561643835 4114 1.9171772904590811 1093.0 0
16-687 8 0.06722689075630252 3162 1.7824163974595786 819.0 0
16-688 6 0.06315789473684211 2278 1.3058065571606776 655.0 0
16-689 7 0.059322033898305086 3094 1.5302982411878134 862.0 0
16-690 6 0.0392156862745098 4250 1.3013841412126406 783.0 0
16-691 4 0.03333333333333333 3060 0.923556546117744 521.0 0
16-693 9 0.05806451612903226 4420 1.9341589803471844 1124.0 0
16-694 9 0.06293706293706294 4012 1.9429926738444168 1158.0 0
16-695 7 0.04216867469879518 4726 1.5412172363289969 1079.0 0
16-698 1 0.009009009009009009 2652 0.22449978268220952 447.0 0
16-699 4 0.025806451612903226 4250 0.8788632358372251 801.0 0
16-700 13 0.12871287128712872 2720 2.8348790593174193 794.0 0
16-701 12 0.07692307692307693 4556 2.552300843045048 1281.0 0
16-702 9 0.14516129032258066 1258 2.114233472439987 429.0 0
16-703 2 0.030303030303030304 1156 0.4285528916239211 284.0 0
16-704 11 0.07801418439716312 4012 2.313669091814197 781.0 0
16-705 15 0.11194029850746269 3910 3.3813279923423676 1135.0 0
16-706 2 0.017391304347826087 2822 0.4484184064942157 537.0 0
16-707 6 0.047619047619047616 3332 1.2508439830400375 945.0 0
16-708 3 0.02097902097902098 3808 0.6287174109794518 597.0 0
16-709 14 0.1076923076923077 3740 3.260433842334778 1090.0 0
16-710 4 0.030534351145038167 3434 0.8444380404146933 600.0 0
16-711 12 0.08275862068965517 4182 2.6375678305257098 1155.0 0
16-712 11 0.15942028985507245 1564 2.574426887623908 490.0 0
16-713 4 0.039603960396039604 2414 0.9094919013792212 435.0 0
16-714 10 0.09803921568627451 2652 2.2090310792577816 681.0 0
16-715 8 0.09523809523809523 1972 1.767721772318679 618.0 0
16-716 0 0.0 1054 0 133.0 0
16-717 1 0.016666666666666666 918 0.23868315209103041 171.0 0
16-718 9 0.06818181818181818 3638 2.0002988205866417 994.0 0
16-719 3 0.023809523809523808 3230 0.6249800636629027 680.0 0
16-720 9 0.05084745762711865 5168 1.96065726405606 1072.0 0
16-721 5 0.04424778761061947 2856 1.0606719094428305 644.0 0
16-722 8 0.07142857142857142 2924 1.7537872699905481 830.0 0
16-723 6 0.06666666666666667 2108 1.3135862497895192 571.0 0
16-724 11 0.0502283105022831 6664 2.425847541186499 1447.0 0
16-725 3 0.02654867256637168 2788 0.6689221812886317 544.0 0
16-726 7 0.06140350877192982 2958 1.5210172254972092 746.0 0
16-727 1 0.011363636363636364 1870 0.19827795135597165 255.0 0
16-728 5 0.045871559633027525 2720 1.0341361449343671 702.0 0
16-729 11 0.06470588235294118 4998 2.547858426726355 1104.0 0
16-730 9 0.05 5270 1.9411692102858158 1143.0 0
16-731 9 0.06766917293233082 3672 1.9593160323423338 852.0 0
16-732 10 0.06329113924050633 4556 2.1170394757502953 978.0 0
16-733 0 0.0 238 0 1.0 0
16-734 0 0.0 204 0 49.0 0
16-736 0 0.0 204 0 2.0 0
16-737 3 0.04477611940298507 1224 0.7445240271068353 175.0 0
16-738 0 0.0 646 0 39.0 0
16-739 0 0.0 646 0 8.0 0
16-740 0 0.0 374 0 4.0 0
16-741 0 0.0 510 0 31.0 0
16-742 4 0.044444444444444446 2040 1.0582161903471259 442.0 0
16-743 0 0.0 374 0 35.0 0
16-744 6 0.0821917808219178 1530 1.4476251178726098 390.0 0
16-745 2 0.02197802197802198 2006 0.40902912185689655 297.0 0
16-746 3 0.03260869565217391 2074 0.666819901988482 416.0 0
16-747 4 0.06451612903225806 1088 0.9262763727201435 269.0 0
16-748 6 0.05084745762711865 3060 1.4242415566404558 646.0 0
16-749 4 0.043478260869565216 2108 0.9770418750642021 450.0 0
16-750 20 0.11834319526627218 5270 4.661616218295228 1428.0 0
16-751 12 0.06741573033707865 5304 2.6750563101232783 1172.0 0
16-752 3 0.057692307692307696 714 0.6261747442197304 204.0 0
16-753 9 0.08108108108108109 2924 2.1150683413948257 693.0 0
16-754 3 0.031914893617021274 2142 0.6160561749808979 361.0 0
16-755 0 0.0 204 0 17.0 0
16-756 1 0.016666666666666666 918 0.2181040551873126 151.0 0
16-757 0 0.0 136 0 30.0 0
16-758 3 0.03225806451612903 2108 0.6424039226357607 276.0 0
16-759 3 0.03125 2210 0.6339957108126797 388.0 0
16-760 2 0.04081632653061224 578 0.4285528916239211 120.0 0
16-761 11 0.0582010582010582 5644 2.372813517194784 1391.0 0
16-762 12 0.07453416149068323 4726 2.5847453258645885 1303.0 0
16-764 6 0.05042016806722689 3094 1.2820970928084425 860.0 0
16-766 5 0.07142857142857142 1394 1.1293212287150876 343.0 0
16-767 7 0.056 3332 1.5335685327709947 796.0 0
16-769 5 0.06097560975609756 1802 1.1324167894074038 537.0 0
16-770 13 0.0663265306122449 5950 2.8208533262432804 1406.0 0
16-771 10 0.07407407407407407 3774 2.1633737674838187 901.0 0
16-772 7 0.051470588235294115 3706 1.5264333451074512 868.0 0
16-773 22 0.10526315789473684 6698 4.92478193348542 1620.0 0
16-774 11 0.05392156862745098 6154 2.3860012677742146 1489.0 0
16-775 17 0.09090909090909091 5780 3.7577548246452666 1537.0 0
16-776 12 0.10434782608695652 3162 2.6331827233508855 1049.0 0
16-777 6 0.029850746268656716 5882 1.2954565969418914 984.0 0
16-779 10 0.125 1904 2.350454523986896 557.0 0
16-780 9 0.07964601769911504 2992 1.9291647146899964 953.0 0
16-781 13 0.07103825136612021 5508 2.847328131647244 1376.0 0
16-782 2 0.015267175572519083 3366 0.43161142753541343 625.0 0
16-784 9 0.05732484076433121 4488 1.961202968550692 1214.0 0
16-785 3 0.023622047244094488 3264 0.6244862727117669 614.0 0
16-786 2 0.015151515151515152 3400 0.4235468743760713 575.0 0
16-787 2 0.01282051282051282 4216 0.4275565094865492 757.0 0
16-788 11 0.07971014492753623 3910 2.4538257080488113 1099.0 0
16-789 12 0.08888888888888889 3842 2.591879760645768 1105.0 0
16-790 2 0.037037037037037035 748 0.4037207705447303 110.0 0
16-791 0 0.0 782 0 20.0 0
16-792 0 0.0 272 0 11.0 0
16-793 0 0.0 612 0 23.0 0
16-794 6 0.06451612903225806 2210 1.340933705548346 588.0 0
16-796 0 0.0 238 0 14.0 0
16-797 0 0.0 204 0 10.0 0
16-798 10 0.08620689655172414 3128 2.1987702327339047 913.0 0
16-800 0 0.0 646 0 10.0 0
16-801 3 0.05660377358490566 748 0.6227591312620492 303.0 0
16-803 5 0.060240963855421686 1836 1.0545307968245643 481.0 0
16-804 0 0.0 374 0 16.0 0
16-806 0 0.0 952 0 198.0 0
16-807 0 0.0 374 0 11.0 0
16-808 6 0.08333333333333333 1496 1.2755225520520652 368.0 0
16-810 0 0.0 170 0 10.0 0
16-812 0 0.0 136 0 33.0 0
16-813 0 0.0 204 0 20.0 0
16-814 1 0.008928571428571428 2686 0.19827795135597165 460.0 0
16-815 1 0.018518518518518517 714 0.1956186206621379 226.0 0
16-819 2 0.018018018018018018 2686 0.4163820065432843 447.0 0
16-820 11 0.07432432432432433 4250 2.402403490672741 1126.0 0
16-822 6 0.07407407407407407 1802 1.2798192683689555 565.0 0
16-824 0 0.0 238 0 15.0 0
16-826 6 0.04580152671755725 3502 1.2792847234557316 892.0 0
16-828 0 0.0 442 0 38.0 0
16-829 0 0.0 102 0 4.0 0
16-830 0 0.0 374 0 14.0 0
16-834 9 0.07692307692307693 3128 1.9881001803093228 794.0 0
16-838 3 0.029411764705882353 2414 0.6466963578501874 366.0 0
16-842 0 0.0 340 0 62.0 0
16-843 0 0.0 476 0 3.0 0
16-844 0 0.0 884 0 102.0 0
16-845 1 0.017857142857142856 782 0.2282049114186687 91.0 0
16-846 1 0.023255813953488372 340 0.21859304439100327 28.0 0
16-847 0 0.0 102 0 4.0 0
16-853 0 0.0 68 0 3.0 0
16-854 0 0.0 238 0 16.0 0
16-857 0 0.0 102 0 8.0 0
16-859 0 0.0 408 0 17.0 0
16-860 0 0.0 68 0 6.0 0
16-861 0 0.0 204 0 36.0 0
16-862 0 0.0 204 0 10.0 0
16-863 4 0.047619047619047616 1836 0.8998933771562926 473.0 0
16-867 0 0.0 170 0 6.0 0
16-868 0 0.0 374 0 10.0 0
16-870 0 0.0 68 0 11.0 0
16-872 0 0.0 170 0 10.0 0
16-875 0 0.0 102 0 12.0 0
16-877 0 0.0 272 0 8.0 0
16-879 0 0.0 476 0 8.0 0
16-880 0 0.0 136 0 1.0 0
16-881 11 0.06285714285714286 5168 2.3674242724185084 1088.0 0
16-890 0 0.0 272 0 11.0 0
16-894 2 0.02666666666666667 1462 0.4441259712797891 238.0 0
16-899 0 0.0 272 0 14.0 0
16-900 3 0.0234375 3298 0.6452390833295124 642.0 0
16-905 0 0.0 238 0 35.0 0
16-910 2 0.02666666666666667 1462 0.4549006392787839 323.0 0
16-912 0 0.0 748 0 51.0 0
16-913 0 0.0 136 0 1.0 0
16-917 1 0.011904761904761904 1734 0.2162174871877535 208.0 0
16-919 1 0.022222222222222223 408 0.24044917348149392 93.0 0
16-921 0 0.0 136 0 10.0 0
16-922 0 0.0 68 0 29.0 0
16-925 0 0.0 102 0 25.0 0
16-926 5 0.04 3264 1.1032012744138018 676.0 0
17-5 1 0.08333333333333333 42 0.2710850306818168 6.0 0
17-6 0 0.0 18 0 1.0 0
17-7 0 0.0 18 0 1.0 0
17-11 0 0.0 252 0 3.0 0
17-12 0 0.0 858 0 2.0 0
17-13 0 0.0 228 0 4.0 0
17-14 0 0.0 72 0 8.0 0
17-16 0 0.0 204 0 3.0 0
17-20 4 0.14814814814814814 150 1.4033630514361117 51.0 0
17-23 6 0.3333333333333333 108 2.183633789600557 66.0 0
17-27 0 0.0 462 0 2.0 0
17-28 0 0.0 204 0 2.0 0
17-30 1 0.023255813953488372 228 0.2710850306818168 16.0 0
17-32 0 0.0 372 0 3.0 0
17-33 0 0.0 114 0 17.0 0
17-34 1 0.04 120 0.2710850306818168 17.0 0
17-35 2 0.06060606060606061 174 0.6403544037506719 37.0 0
17-36 0 0.0 168 0 12.0 0
17-37 0 0.0 132 0 23.0 0
17-53 0 0.0 198 0 8.0 0
17-57 1 0.02 270 0.2710850306818168 26.0 0
17-58 2 0.07142857142857142 144 0.6170612869430103 29.0 0
17-64 2 0.11764705882352941 78 0.6170612869430103 22.0 0
17-65 0 0.0 18 0 1.0 0
17-68 0 0.0 270 0 4.0 0
17-71 0 0.0 90 0 4.0 0
17-74 0 0.0 732 0 2.0 0
17-75 0 0.0 450 0 1.0 0
17-77 0 0.0 90 0 15.0 0
17-78 0 0.0 102 0 4.0 0
17-82 0 0.0 432 0 2.0 0
17-87 0 0.0 690 0 2.0 0
17-88 0 0.0 318 0 1.0 0
17-96 0 0.0 858 0 3.0 0
17-97 2 0.06896551724137931 150 0.7053795125850686 36.0 0
17-98 0 0.0 6 0 1.0 0
17-100 0 0.0 540 0 3.0 0
17-103 0 0.0 492 0 3.0 0
17-104 0 0.0 726 0 5.0 0
17-106 0 0.0 156 0 9.0 0
17-108 0 0.0 714 0 5.0 0
17-110 0 0.0 1032 0 2.0 0
17-112 0 0.0 828 0 5.0 0
17-113 0 0.0 522 0 8.0 0
17-117 0 0.0 522 0 13.0 0
17-120 0 0.0 840 0 2.0 0
17-124 0 0.0 222 0 2.0 0
17-130 0 0.0 162 0 1.0 0
17-131 0 0.0 564 0 2.0 0
17-137 0 0.0 72 0 4.0 0
17-138 0 0.0 54 0 3.0 0
17-143 2 0.10526315789473684 90 0.6170612869430103 31.0 0
17-149 0 0.0 1176 0 1.0 0
17-151 0 0.0 474 0 3.0 0
17-155 1 0.045454545454545456 102 0.2710850306818168 21.0 0
17-156 1 0.02 270 0.2710850306818168 18.0 0
17-163 0 0.0 192 0 3.0 0
17-167 0 0.0 12 0 1.0 0
17-169 0 0.0 420 0 11.0 0
17-179 0 0.0 540 0 3.0 0
17-187 0 0.0 468 0 3.0 0
17-189 0 0.0 480 0 1.0 0
17-193 0 0.0 714 0 2.0 0
17-194 0 0.0 96 0 2.0 0
17-197 0 0.0 120 0 5.0 0
17-201 0 0.0 330 0 1.0 0
17-208 1 0.1 30 0.3459762562611936 11.0 0
17-209 0 0.0 18 0 1.0 0
17-220 0 0.0 42 0 3.0 0
17-221 0 0.0 180 0 6.0 0
17-228 0 0.0 228 0 2.0 0
17-232 0 0.0 528 0 1.0 0
17-241 0 0.0 180 0 1.0 0
17-252 0 0.0 534 0 1.0 0
17-255 0 0.0 600 0 2.0 0
17-256 0 0.0 798 0 9.0 0
17-262 0 0.0 78 0 10.0 0
17-264 0 0.0 54 0 4.0 0
17-265 0 0.0 780 0 1.0 0
17-267 0 0.0 270 0 3.0 0
17-270 0 0.0 432 0 1.0 0
17-271 0 0.0 66 0 4.0 0
17-274 3 0.15 102 0.9863306600118654 35.0 0
17-275 0 0.0 18 0 1.0 0
17-278 0 0.0 450 0 4.0 0
17-279 0 0.0 702 0 4.0 0
17-281 1 0.019230769230769232 282 0.2710850306818168 10.0 0
17-285 0 0.0 150 0 1.0 0
17-293 0 0.0 660 0 1.0 0
17-295 0 0.0 888 0 4.0 0
17-297 0 0.0 546 0 11.0 0
17-298 0 0.0 42 0 1.0 0
17-305 0 0.0 102 0 4.0 0
17-313 0 0.0 372 0 2.0 0
17-314 0 0.0 738 0 3.0 0
17-318 0 0.0 24 0 3.0 0
17-319 0 0.0 618 0 2.0 0
17-327 0 0.0 780 0 3.0 0
17-331 0 0.0 528 0 3.0 0
17-337 0 0.0 12 0 1.0 0
17-342 0 0.0 186 0 12.0 0
17-351 0 0.0 546 0 1.0 0
17-352 0 0.0 468 0 6.0 0
17-355 0 0.0 282 0 5.0 0
17-361 0 0.0 498 0 1.0 0
17-362 0 0.0 774 0 4.0 0
17-369 1 0.038461538461538464 126 0.2710850306818168 8.0 0
17-374 0 0.0 276 0 2.0 0
17-377 1 0.023809523809523808 222 0.2710850306818168 23.0 0
17-385 0 0.0 774 0 3.0 0
17-389 0 0.0 546 0 1.0 0
17-390 0 0.0 78 0 1.0 0
17-395 0 0.0 144 0 1.0 0
17-396 1 0.02702702702702703 192 0.2710850306818168 17.0 0
17-397 0 0.0 36 0 1.0 0
17-399 2 0.16666666666666666 48 0.6170612869430103 19.0 0
17-401 0 0.0 846 0 1.0 0
17-406 1 0.07142857142857142 54 0.3459762562611936 12.0 0
17-408 0 0.0 66 0 1.0 0
17-411 3 0.12 132 0.963037543204204 33.0 0
17-416 0 0.0 816 0 4.0 0
17-420 0 0.0 156 0 1.0 0
17-422 0 0.0 528 0 5.0 0
17-423 0 0.0 726 0 6.0 0
17-428 0 0.0 762 0 4.0 0
17-439 0 0.0 480 0 3.0 0
17-446 0 0.0 708 0 1.0 0
17-451 0 0.0 180 0 13.0 0
17-454 0 0.0 114 0 1.0 0
17-456 0 0.0 60 0 4.0 0
17-467 0 0.0 624 0 4.0 0
17-474 0 0.0 60 0 3.0 0
17-487 0 0.0 828 0 7.0 0
17-493 5 0.3333333333333333 84 1.7493393076973054 54.0 0
17-503 0 0.0 678 0 2.0 0
17-509 0 0.0 318 0 2.0 0
17-517 1 0.03225806451612903 156 0.2710850306818168 17.0 0
17-528 0 0.0 48 0 4.0 0
17-533 1 0.041666666666666664 114 0.2710850306818168 15.0 0
17-535 0 0.0 420 0 2.0 0
17-557 0 0.0 432 0 1.0 0
17-558 0 0.0 540 0 3.0 0
17-561 6 0.4 90 2.183633789600557 60.0 0
17-563 0 0.0 126 0 5.0 0
17-565 0 0.0 54 0 5.0 0
17-566 0 0.0 12 0 2.0 0
17-567 1 0.0625 66 0.3459762562611936 12.0 0
17-568 1 0.05 90 0.3459762562611936 13.0 0
17-569 0 0.0 66 0 8.0 0
17-570 0 0.0 54 0 8.0 0
17-572 4 0.2857142857142857 72 1.332306916273059 39.0 0
17-573 1 0.14285714285714285 12 0.3459762562611936 9.0 0
17-574 3 0.2727272727272727 48 1.0513557688462623 26.0 0
17-576 0 0.0 12 0 2.0 0
17-577 0 0.0 66 0 4.0 0
17-578 5 0.2631578947368421 108 1.7493393076973054 59.0 0
17-579 1 0.02702702702702703 192 0.2710850306818168 34.0 0
17-590 0 0.0 102 0 10.0 0
17-591 0 0.0 54 0 3.0 0
17-594 0 0.0 120 0 5.0 0
17-595 0 0.0 78 0 6.0 0
17-596 0 0.0 120 0 5.0 0
